state_postal_abbr,year,bias_motivation,count
KY,2012,Anti-Asian,4
KY,2012,Anti-Black or African American,66
KY,2012,Anti-Catholic,1
KY,2012,Anti-Female Homosexual (Lesbian),8
KY,2012,Anti-Heterosexual,1
KY,2012,Anti-Hispanic or Latino,19
KY,2012,Anti-Islamic (Muslem),2
KY,2012,Anti-Jewish,8
KY,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",9
KY,2012,Anti-Male Homosexual (Gay),11
KY,2012,Anti-Mental Disability,7
KY,2012,Anti-Multi-Racial Group,5
KY,2012,Anti-Multi-Religious Group,2
KY,2012,Anti-Not Hispanic or Latino,3
KY,2012,Anti-Other Religion,2
KY,2012,Anti-Physical Disability,2
KY,2012,Anti-White,52
KS,2012,Anti-American Indian or Alaska Native,1
KS,2012,Anti-Asian,3
KS,2012,Anti-Bisexual,1
KS,2012,Anti-Black or African American,35
KS,2012,Anti-Catholic,3
KS,2012,Anti-Hispanic or Latino,5
KS,2012,Anti-Islamic (Muslem),2
KS,2012,Anti-Jewish,2
KS,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
KS,2012,Anti-Male Homosexual (Gay),2
KS,2012,Anti-Mental Disability,4
KS,2012,Anti-Multi-Racial Group,1
KS,2012,Anti-Not Hispanic or Latino,7
KS,2012,Anti-Physical Disability,1
KS,2012,Anti-White,12
IN,2012,Anti-Asian,3
IN,2012,Anti-Black or African American,17
IN,2012,Anti-Female Homosexual (Lesbian),1
IN,2012,Anti-Hispanic or Latino,2
IN,2012,Anti-Jewish,4
IN,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
IN,2012,Anti-Male Homosexual (Gay),4
IN,2012,Anti-Multi-Racial Group,1
IN,2012,Anti-Other Religion,1
IN,2012,Anti-White,2
IL,2012,Anti-Bisexual,2
IL,2012,Anti-Black or African American,46
IL,2012,Anti-Hispanic or Latino,9
IL,2012,Anti-Jewish,7
IL,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",6
IL,2012,Anti-Male Homosexual (Gay),20
IL,2012,Anti-Multi-Racial Group,3
IL,2012,Anti-Not Hispanic or Latino,5
IL,2012,Anti-Other Religion,4
IL,2012,Anti-White,14
ID,2012,Anti-Asian,1
ID,2012,Anti-Bisexual,3
ID,2012,Anti-Black or African American,9
ID,2012,Anti-Catholic,1
ID,2012,Anti-Female Homosexual (Lesbian),1
ID,2012,Anti-Hispanic or Latino,7
ID,2012,Anti-Islamic (Muslem),1
ID,2012,Anti-Jewish,1
ID,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",4
ID,2012,Anti-Male Homosexual (Gay),2
ID,2012,Anti-Multi-Religious Group,1
ID,2012,Anti-Not Hispanic or Latino,2
ID,2012,Anti-Other Religion,1
ID,2012,Anti-White,1
IA,2012,Anti-Asian,1
IA,2012,Anti-Black or African American,2
IA,2012,Anti-Female Homosexual (Lesbian),1
IA,2012,Anti-Islamic (Muslem),1
IA,2012,Anti-Jewish,1
IA,2012,Anti-Male Homosexual (Gay),1
IA,2012,Anti-White,1
GA,2012,Anti-Asian,1
GA,2012,Anti-Black or African American,11
GA,2012,Anti-Jewish,1
GA,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
GA,2012,Anti-Male Homosexual (Gay),1
GA,2012,Anti-Multi-Racial Group,1
GA,2012,Anti-Not Hispanic or Latino,1
GA,2012,Anti-Other Religion,1
GA,2012,Anti-White,3
FL,2012,Anti-American Indian or Alaska Native,1
FL,2012,Anti-Asian,2
FL,2012,Anti-Black or African American,49
FL,2012,Anti-Heterosexual,3
FL,2012,Anti-Islamic (Muslem),4
FL,2012,Anti-Jewish,6
FL,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",39
FL,2012,Anti-Mental Disability,1
FL,2012,Anti-Multi-Racial Group,2
FL,2012,Anti-Not Hispanic or Latino,8
FL,2012,Anti-Other Religion,1
FL,2012,Anti-Protestant,5
FL,2012,Anti-White,23
DE,2012,Anti-Black or African American,6
DE,2012,Anti-Hispanic or Latino,2
DE,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
DE,2012,Anti-Male Homosexual (Gay),1
DE,2012,Anti-Other Religion,2
DC,2012,Anti-Asian,1
DC,2012,Anti-Black or African American,8
DC,2012,Anti-Female Homosexual (Lesbian),5
DC,2012,Anti-Jewish,5
DC,2012,Anti-Male Homosexual (Gay),42
DC,2012,Anti-Multi-Racial Group,3
DC,2012,Anti-Multi-Religious Group,1
DC,2012,Anti-Not Hispanic or Latino,5
DC,2012,Anti-Physical Disability,1
DC,2012,Anti-White,1
CT,2012,Anti-Asian,3
CT,2012,Anti-Atheist/Agnosticism,1
CT,2012,Anti-Black or African American,51
CT,2012,Anti-Catholic,4
CT,2012,Anti-Female Homosexual (Lesbian),5
CT,2012,Anti-Hispanic or Latino,10
CT,2012,Anti-Islamic (Muslem),2
CT,2012,Anti-Jewish,9
CT,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",11
CT,2012,Anti-Male Homosexual (Gay),21
CT,2012,Anti-Mental Disability,1
CT,2012,Anti-Multi-Racial Group,1
CT,2012,Anti-Multi-Religious Group,1
CT,2012,Anti-Not Hispanic or Latino,15
CT,2012,Anti-Other Religion,1
CT,2012,Anti-Physical Disability,1
CT,2012,Anti-Protestant,2
CT,2012,Anti-White,10
CO,2012,Anti-American Indian or Alaska Native,16
CO,2012,Anti-Asian,2
CO,2012,Anti-Atheist/Agnosticism,1
CO,2012,Anti-Bisexual,5
CO,2012,Anti-Black or African American,46
CO,2012,Anti-Catholic,3
CO,2012,Anti-Female Homosexual (Lesbian),2
CO,2012,Anti-Hispanic or Latino,30
CO,2012,Anti-Islamic (Muslem),6
CO,2012,Anti-Jewish,13
CO,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",11
CO,2012,Anti-Male Homosexual (Gay),20
CO,2012,Anti-Multi-Racial Group,5
CO,2012,Anti-Multi-Religious Group,5
CO,2012,Anti-Not Hispanic or Latino,9
CO,2012,Anti-Other Religion,2
CO,2012,Anti-Protestant,6
CO,2012,Anti-White,33
CA,2012,Anti-American Indian or Alaska Native,3
CA,2012,Anti-Asian,24
CA,2012,Anti-Atheist/Agnosticism,1
CA,2012,Anti-Bisexual,2
CA,2012,Anti-Black or African American,290
CA,2012,Anti-Catholic,7
CA,2012,Anti-Female Homosexual (Lesbian),28
CA,2012,Anti-Heterosexual,1
CA,2012,Anti-Hispanic or Latino,88
CA,2012,Anti-Islamic (Muslem),20
CA,2012,Anti-Jewish,91
CA,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",87
CA,2012,Anti-Male Homosexual (Gay),116
CA,2012,Anti-Mental Disability,2
CA,2012,Anti-Multi-Racial Group,23
CA,2012,Anti-Multi-Religious Group,4
CA,2012,Anti-Not Hispanic or Latino,63
CA,2012,Anti-Other Religion,20
CA,2012,Anti-Protestant,2
CA,2012,Anti-White,40
AZ,2012,Anti-American Indian or Alaska Native,2
AZ,2012,Anti-Asian,3
AZ,2012,Anti-Bisexual,1
AZ,2012,Anti-Black or African American,56
AZ,2012,Anti-Catholic,3
AZ,2012,Anti-Female Homosexual (Lesbian),5
AZ,2012,Anti-Hispanic or Latino,25
AZ,2012,Anti-Islamic (Muslem),2
AZ,2012,Anti-Jewish,15
AZ,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
AZ,2012,Anti-Male Homosexual (Gay),36
AZ,2012,Anti-Mental Disability,1
AZ,2012,Anti-Multi-Racial Group,5
AZ,2012,Anti-Multi-Religious Group,1
AZ,2012,Anti-Not Hispanic or Latino,7
AZ,2012,Anti-Other Religion,4
AZ,2012,Anti-White,10
AR,2012,Anti-Bisexual,6
AR,2012,Anti-Black or African American,11
AR,2012,Anti-Catholic,1
AR,2012,Anti-Female Homosexual (Lesbian),1
AR,2012,Anti-Heterosexual,1
AR,2012,Anti-Hispanic or Latino,3
AR,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",4
AR,2012,Anti-Male Homosexual (Gay),4
AR,2012,Anti-Mental Disability,13
AR,2012,Anti-Multi-Religious Group,1
AR,2012,Anti-Other Religion,1
AR,2012,Anti-White,9
AL,2012,Anti-Black or African American,6
AL,2012,Anti-Hispanic or Latino,2
AL,2012,Anti-Multi-Religious Group,2
AL,2012,Anti-Other Religion,2
AK,2012,Anti-American Indian or Alaska Native,1
AK,2012,Anti-Asian,1
AK,2012,Anti-Black or African American,2
AK,2012,Anti-Islamic (Muslem),1
AK,2012,Anti-White,1
WY,2011,Anti-Black or African American,1
WY,2011,Anti-Female Homosexual (Lesbian),1
WV,2011,Anti-Asian,2
WV,2011,Anti-Black or African American,12
WV,2011,Anti-Hispanic or Latino,1
WV,2011,Anti-Islamic (Muslem),1
WV,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
WV,2011,Anti-Male Homosexual (Gay),2
WV,2011,Anti-Physical Disability,1
WV,2011,Anti-White,1
WI,2011,Anti-American Indian or Alaska Native,9
WI,2011,Anti-Asian,4
WI,2011,Anti-Atheist/Agnosticism,1
WI,2011,Anti-Bisexual,3
WI,2011,Anti-Black or African American,19
WI,2011,Anti-Catholic,1
WI,2011,Anti-Female Homosexual (Lesbian),3
WI,2011,Anti-Hispanic or Latino,6
WI,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",7
WI,2011,Anti-Male Homosexual (Gay),6
WI,2011,Anti-Mental Disability,1
WI,2011,Anti-Multi-Racial Group,4
WI,2011,Anti-Other Religion,2
WI,2011,Anti-White,20
WA,2011,Anti-American Indian or Alaska Native,7
WA,2011,Anti-Asian,6
WA,2011,Anti-Bisexual,2
WA,2011,Anti-Black or African American,57
WA,2011,Anti-Female Homosexual (Lesbian),7
WA,2011,Anti-Heterosexual,1
WA,2011,Anti-Hispanic or Latino,21
WA,2011,Anti-Islamic (Muslem),6
WA,2011,Anti-Jewish,18
WA,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",15
WA,2011,Anti-Male Homosexual (Gay),27
WA,2011,Anti-Multi-Racial Group,11
WA,2011,Anti-Multi-Religious Group,1
WA,2011,Anti-Not Hispanic or Latino,14
WA,2011,Anti-Other Religion,5
WA,2011,Anti-Physical Disability,1
WA,2011,Anti-Protestant,3
WA,2011,Anti-White,12
VT,2011,Anti-Black or African American,4
VT,2011,Anti-Catholic,1
VT,2011,Anti-Islamic (Muslem),1
VT,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
VT,2011,Anti-Male Homosexual (Gay),1
VT,2011,Anti-Physical Disability,1
VT,2011,Anti-White,1
VA,2011,Anti-American Indian or Alaska Native,1
VA,2011,Anti-Asian,2
VA,2011,Anti-Atheist/Agnosticism,1
VA,2011,Anti-Black or African American,65
VA,2011,Anti-Catholic,1
VA,2011,Anti-Hispanic or Latino,11
VA,2011,Anti-Islamic (Muslem),5
VA,2011,Anti-Jewish,12
VA,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",9
VA,2011,Anti-Male Homosexual (Gay),15
VA,2011,Anti-Mental Disability,1
VA,2011,Anti-Multi-Racial Group,8
VA,2011,Anti-Multi-Religious Group,4
VA,2011,Anti-Not Hispanic or Latino,11
VA,2011,Anti-Other Religion,3
VA,2011,Anti-Protestant,2
VA,2011,Anti-White,10
UT,2011,Anti-American Indian or Alaska Native,4
UT,2011,Anti-Asian,1
UT,2011,Anti-Bisexual,1
UT,2011,Anti-Black or African American,9
UT,2011,Anti-Catholic,1
UT,2011,Anti-Female Homosexual (Lesbian),2
UT,2011,Anti-Hispanic or Latino,6
UT,2011,Anti-Islamic (Muslem),2
UT,2011,Anti-Jewish,1
UT,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
UT,2011,Anti-Male Homosexual (Gay),6
UT,2011,Anti-Mental Disability,1
UT,2011,Anti-Multi-Racial Group,1
UT,2011,Anti-Not Hispanic or Latino,3
UT,2011,Anti-Other Religion,9
UT,2011,Anti-Protestant,5
UT,2011,Anti-White,17
TX,2011,Anti-Asian,8
TX,2011,Anti-Black or African American,97
TX,2011,Anti-Catholic,2
TX,2011,Anti-Female Homosexual (Lesbian),10
TX,2011,Anti-Hispanic or Latino,52
TX,2011,Anti-Islamic (Muslem),17
TX,2011,Anti-Jewish,17
TX,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",13
TX,2011,Anti-Male Homosexual (Gay),94
TX,2011,Anti-Mental Disability,2
TX,2011,Anti-Multi-Religious Group,1
TX,2011,Anti-Not Hispanic or Latino,15
TX,2011,Anti-Other Religion,3
TX,2011,Anti-Physical Disability,1
TX,2011,Anti-Protestant,7
TX,2011,Anti-White,12
TN,2011,Anti-American Indian or Alaska Native,1
TN,2011,Anti-Black or African American,65
TN,2011,Anti-Heterosexual,2
TN,2011,Anti-Hispanic or Latino,7
TN,2011,Anti-Islamic (Muslem),5
TN,2011,Anti-Jewish,7
TN,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",16
TN,2011,Anti-Male Homosexual (Gay),15
TN,2011,Anti-Mental Disability,4
TN,2011,Anti-Multi-Racial Group,4
TN,2011,Anti-Multi-Religious Group,1
TN,2011,Anti-Not Hispanic or Latino,9
TN,2011,Anti-Other Religion,3
TN,2011,Anti-Physical Disability,1
TN,2011,Anti-Protestant,2
TN,2011,Anti-White,20
SD,2011,Anti-American Indian or Alaska Native,6
SD,2011,Anti-Asian,2
SD,2011,Anti-Black or African American,10
SD,2011,Anti-Jewish,2
SD,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",4
SD,2011,Anti-Male Homosexual (Gay),1
SD,2011,Anti-Protestant,2
SD,2011,Anti-White,8
SC,2011,Anti-Bisexual,1
SC,2011,Anti-Black or African American,42
SC,2011,Anti-Female Homosexual (Lesbian),1
SC,2011,Anti-Heterosexual,1
SC,2011,Anti-Hispanic or Latino,13
SC,2011,Anti-Islamic (Muslem),6
SC,2011,Anti-Jewish,2
SC,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",6
SC,2011,Anti-Male Homosexual (Gay),14
SC,2011,Anti-Mental Disability,2
SC,2011,Anti-Multi-Racial Group,3
SC,2011,Anti-Multi-Religious Group,16
SC,2011,Anti-Not Hispanic or Latino,1
SC,2011,Anti-Other Religion,4
SC,2011,Anti-Protestant,5
SC,2011,Anti-White,26
RI,2011,Anti-Black or African American,2
RI,2011,Anti-Catholic,3
RI,2011,Anti-Hispanic or Latino,7
RI,2011,Anti-Islamic (Muslem),1
RI,2011,Anti-Jewish,1
RI,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
RI,2011,Anti-Male Homosexual (Gay),6
RI,2011,Anti-Multi-Racial Group,1
RI,2011,Anti-Physical Disability,1
RI,2011,Anti-White,1
PA,2011,Anti-Black or African American,6
PA,2011,Anti-Hispanic or Latino,2
PA,2011,Anti-Islamic (Muslem),2
PA,2011,Anti-Jewish,3
PA,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
PA,2011,Anti-Male Homosexual (Gay),2
PA,2011,Anti-Not Hispanic or Latino,1
PA,2011,Anti-White,3
OR,2011,Anti-American Indian or Alaska Native,3
OR,2011,Anti-Asian,5
OR,2011,Anti-Black or African American,52
OR,2011,Anti-Catholic,4
OR,2011,Anti-Female Homosexual (Lesbian),13
OR,2011,Anti-Hispanic or Latino,15
OR,2011,Anti-Jewish,12
OR,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",13
OR,2011,Anti-Male Homosexual (Gay),47
OR,2011,Anti-Mental Disability,1
OR,2011,Anti-Multi-Racial Group,3
OR,2011,Anti-Multi-Religious Group,2
OR,2011,Anti-Not Hispanic or Latino,6
OR,2011,Anti-Other Religion,4
OR,2011,Anti-White,11
OK,2011,Anti-American Indian or Alaska Native,1
OK,2011,Anti-Black or African American,21
OK,2011,Anti-Female Homosexual (Lesbian),1
OK,2011,Anti-Hispanic or Latino,16
OK,2011,Anti-Islamic (Muslem),4
OK,2011,Anti-Jewish,1
OK,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
OK,2011,Anti-Male Homosexual (Gay),8
OK,2011,Anti-Not Hispanic or Latino,2
OH,2011,Anti-American Indian or Alaska Native,2
OH,2011,Anti-Asian,7
OH,2011,Anti-Atheist/Agnosticism,1
OH,2011,Anti-Bisexual,8
OH,2011,Anti-Black or African American,108
OH,2011,Anti-Catholic,1
OH,2011,Anti-Female Homosexual (Lesbian),13
OH,2011,Anti-Heterosexual,5
OH,2011,Anti-Hispanic or Latino,6
OH,2011,Anti-Islamic (Muslem),15
OH,2011,Anti-Jewish,13
OH,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",45
OH,2011,Anti-Male Homosexual (Gay),27
OH,2011,Anti-Mental Disability,4
OH,2011,Anti-Multi-Racial Group,2
OH,2011,Anti-Not Hispanic or Latino,17
OH,2011,Anti-Other Religion,3
OH,2011,Anti-Protestant,2
OH,2011,Anti-White,66
NY,2011,Anti-American Indian or Alaska Native,1
NY,2011,Anti-Asian,5
NY,2011,Anti-Black or African American,119
NY,2011,Anti-Catholic,24
NY,2011,Anti-Female Homosexual (Lesbian),15
NY,2011,Anti-Hispanic or Latino,14
NY,2011,Anti-Islamic (Muslem),19
NY,2011,Anti-Jewish,197
NY,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",8
NY,2011,Anti-Male Homosexual (Gay),85
NY,2011,Anti-Mental Disability,2
NY,2011,Anti-Multi-Racial Group,8
NY,2011,Anti-Not Hispanic or Latino,21
NY,2011,Anti-Other Religion,13
NY,2011,Anti-Physical Disability,1
NY,2011,Anti-Protestant,1
NY,2011,Anti-White,12
NV,2011,Anti-Asian,2
NV,2011,Anti-Black or African American,26
NV,2011,Anti-Female Homosexual (Lesbian),2
NV,2011,Anti-Hispanic or Latino,5
NV,2011,Anti-Jewish,6
NV,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
NV,2011,Anti-Male Homosexual (Gay),8
NV,2011,Anti-Multi-Racial Group,1
NV,2011,Anti-Multi-Religious Group,2
NV,2011,Anti-Not Hispanic or Latino,1
NV,2011,Anti-Other Religion,1
NV,2011,Anti-Physical Disability,1
NV,2011,Anti-White,3
NM,2011,Anti-American Indian or Alaska Native,3
NM,2011,Anti-Asian,1
NM,2011,Anti-Black or African American,3
NM,2011,Anti-Female Homosexual (Lesbian),1
NM,2011,Anti-Hispanic or Latino,5
NM,2011,Anti-Islamic (Muslem),1
NM,2011,Anti-Jewish,2
NM,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
NM,2011,Anti-Male Homosexual (Gay),6
NM,2011,Anti-Multi-Racial Group,2
NM,2011,Anti-Not Hispanic or Latino,1
NM,2011,Anti-White,2
NJ,2011,Anti-Asian,5
NJ,2011,Anti-Bisexual,2
NJ,2011,Anti-Black or African American,189
NJ,2011,Anti-Catholic,8
NJ,2011,Anti-Female Homosexual (Lesbian),12
NJ,2011,Anti-Heterosexual,1
NJ,2011,Anti-Hispanic or Latino,21
NJ,2011,Anti-Islamic (Muslem),16
NJ,2011,Anti-Jewish,133
NJ,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",6
NJ,2011,Anti-Male Homosexual (Gay),40
NJ,2011,Anti-Mental Disability,5
NJ,2011,Anti-Multi-Racial Group,7
NJ,2011,Anti-Not Hispanic or Latino,32
NJ,2011,Anti-Other Religion,9
NJ,2011,Anti-Physical Disability,2
NJ,2011,Anti-White,22
NH,2011,Anti-Asian,1
NH,2011,Anti-Black or African American,11
NH,2011,Anti-Islamic (Muslem),1
NH,2011,Anti-Jewish,2
NH,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
NH,2011,Anti-Male Homosexual (Gay),3
NH,2011,Anti-Not Hispanic or Latino,2
NH,2011,Anti-Other Religion,1
NE,2011,Anti-Asian,1
NE,2011,Anti-Black or African American,19
NE,2011,Anti-Catholic,1
NE,2011,Anti-Hispanic or Latino,5
NE,2011,Anti-Jewish,1
NE,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
NE,2011,Anti-Male Homosexual (Gay),4
NE,2011,Anti-White,4
ND,2011,Anti-American Indian or Alaska Native,4
ND,2011,Anti-Asian,2
ND,2011,Anti-Black or African American,7
ND,2011,Anti-Catholic,2
ND,2011,Anti-Islamic (Muslem),1
ND,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",4
ND,2011,Anti-Male Homosexual (Gay),1
ND,2011,Anti-White,6
NC,2011,Anti-American Indian or Alaska Native,2
NC,2011,Anti-Asian,1
NC,2011,Anti-Black or African American,69
NC,2011,Anti-Female Homosexual (Lesbian),4
NC,2011,Anti-Hispanic or Latino,9
NC,2011,Anti-Islamic (Muslem),5
NC,2011,Anti-Jewish,5
NC,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",8
NC,2011,Anti-Male Homosexual (Gay),11
NC,2011,Anti-Multi-Racial Group,6
NC,2011,Anti-Multi-Religious Group,6
NC,2011,Anti-Not Hispanic or Latino,7
NC,2011,Anti-Other Religion,3
NC,2011,Anti-Protestant,1
NC,2011,Anti-White,8
MT,2011,Anti-American Indian or Alaska Native,1
MT,2011,Anti-Black or African American,8
MT,2011,Anti-Hispanic or Latino,3
MT,2011,Anti-Jewish,4
MT,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
MT,2011,Anti-Mental Disability,1
MT,2011,Anti-Multi-Racial Group,2
MT,2011,Anti-Not Hispanic or Latino,1
MT,2011,Anti-White,2
MS,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
MO,2011,Anti-American Indian or Alaska Native,2
MO,2011,Anti-Asian,11
MO,2011,Anti-Black or African American,139
MO,2011,Anti-Female Homosexual (Lesbian),1
MO,2011,Anti-Hispanic or Latino,10
MO,2011,Anti-Islamic (Muslem),1
MO,2011,Anti-Jewish,11
MO,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",39
MO,2011,Anti-Male Homosexual (Gay),29
MO,2011,Anti-Multi-Racial Group,4
MO,2011,Anti-Not Hispanic or Latino,8
MO,2011,Anti-Other Religion,1
MO,2011,Anti-Protestant,4
MO,2011,Anti-White,32
MN,2011,Anti-American Indian or Alaska Native,2
MN,2011,Anti-Asian,6
MN,2011,Anti-Black or African American,60
MN,2011,Anti-Catholic,1
MN,2011,Anti-Female Homosexual (Lesbian),6
MN,2011,Anti-Heterosexual,2
MN,2011,Anti-Hispanic or Latino,6
MN,2011,Anti-Islamic (Muslem),5
MN,2011,Anti-Jewish,17
MN,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
MN,2011,Anti-Male Homosexual (Gay),25
MN,2011,Anti-Mental Disability,1
MN,2011,Anti-Not Hispanic or Latino,15
MN,2011,Anti-White,11
MI,2011,Anti-American Indian or Alaska Native,5
MI,2011,Anti-Asian,7
MI,2011,Anti-Atheist/Agnosticism,1
MI,2011,Anti-Black or African American,193
MI,2011,Anti-Catholic,2
MI,2011,Anti-Female Homosexual (Lesbian),3
MI,2011,Anti-Heterosexual,1
MI,2011,Anti-Hispanic or Latino,12
MI,2011,Anti-Islamic (Muslem),17
MI,2011,Anti-Jewish,14
MI,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",25
MI,2011,Anti-Male Homosexual (Gay),26
MI,2011,Anti-Mental Disability,4
MI,2011,Anti-Multi-Racial Group,3
MI,2011,Anti-Multi-Religious Group,3
MI,2011,Anti-Not Hispanic or Latino,12
MI,2011,Anti-Other Religion,10
MI,2011,Anti-Physical Disability,4
MI,2011,Anti-Protestant,2
MI,2011,Anti-White,54
ME,2011,Anti-Black or African American,18
ME,2011,Anti-Female Homosexual (Lesbian),2
ME,2011,Anti-Hispanic or Latino,1
ME,2011,Anti-Islamic (Muslem),1
ME,2011,Anti-Jewish,7
ME,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
ME,2011,Anti-Male Homosexual (Gay),21
ME,2011,Anti-Not Hispanic or Latino,2
ME,2011,Anti-White,1
MD,2011,Anti-Asian,2
MD,2011,Anti-Bisexual,1
MD,2011,Anti-Black or African American,18
MD,2011,Anti-Catholic,1
MD,2011,Anti-Hispanic or Latino,5
MD,2011,Anti-Jewish,10
MD,2011,Anti-Male Homosexual (Gay),6
MD,2011,Anti-Multi-Racial Group,1
MD,2011,Anti-Not Hispanic or Latino,1
MD,2011,Anti-Other Religion,1
MD,2011,Anti-Protestant,1
MD,2011,Anti-White,5
MA,2011,Anti-Asian,17
MA,2011,Anti-Black or African American,116
MA,2011,Anti-Catholic,4
MA,2011,Anti-Female Homosexual (Lesbian),9
MA,2011,Anti-Hispanic or Latino,18
MA,2011,Anti-Islamic (Muslem),8
MA,2011,Anti-Jewish,61
MA,2011,Anti-Male Homosexual (Gay),82
MA,2011,Anti-Mental Disability,1
MA,2011,Anti-Not Hispanic or Latino,15
MA,2011,Anti-Other Religion,1
MA,2011,Anti-Physical Disability,3
MA,2011,Anti-Protestant,1
MA,2011,Anti-White,31
LA,2011,Anti-Black or African American,3
LA,2011,Anti-Female Homosexual (Lesbian),1
LA,2011,Anti-Male Homosexual (Gay),1
KY,2011,Anti-Asian,4
KY,2011,Anti-Black or African American,63
KY,2011,Anti-Catholic,2
KY,2011,Anti-Female Homosexual (Lesbian),2
KY,2011,Anti-Heterosexual,1
KY,2011,Anti-Hispanic or Latino,10
KY,2011,Anti-Islamic (Muslem),8
KY,2011,Anti-Jewish,4
KY,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
KY,2011,Anti-Male Homosexual (Gay),21
KY,2011,Anti-Mental Disability,1
KY,2011,Anti-Multi-Racial Group,5
KY,2011,Anti-Not Hispanic or Latino,3
KY,2011,Anti-Other Religion,3
KY,2011,Anti-Physical Disability,1
KY,2011,Anti-Protestant,2
KY,2011,Anti-White,26
KS,2011,Anti-Asian,2
KS,2011,Anti-Black or African American,28
KS,2011,Anti-Female Homosexual (Lesbian),1
KS,2011,Anti-Hispanic or Latino,5
KS,2011,Anti-Islamic (Muslem),2
KS,2011,Anti-Jewish,6
KS,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
KS,2011,Anti-Male Homosexual (Gay),4
KS,2011,Anti-Multi-Racial Group,2
KS,2011,Anti-Not Hispanic or Latino,5
KS,2011,Anti-Other Religion,2
KS,2011,Anti-White,7
IN,2011,Anti-Asian,2
IN,2011,Anti-Black or African American,52
IN,2011,Anti-Catholic,1
IN,2011,Anti-Female Homosexual (Lesbian),1
IN,2011,Anti-Hispanic or Latino,7
IN,2011,Anti-Islamic (Muslem),2
IN,2011,Anti-Jewish,3
IN,2011,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
